Id,BestelDatum,Klantnaam,Familinaam,Email,Bedrijfnaam,BtwNummer,Status
974,2019-07-11 17:28:23,,,,Feedfire,8947539813,Betaald
975,2012-08-12 20:27:30,,,,Mymm,0634379267,RetourInStock
976,2012-04-28 16:50:50,Walt,Houlworth,rbaumberr3@t-online.de,,,Retour
977,2018-08-27 05:43:15,,,,Oyoyo,1556100620,Geleverd
978,2013-09-16 19:14:27,Uta,Bristoe,pjeramr5@imageshack.us,,,Geleverd
979,2023-07-01 04:34:01,Tandie,Alf,cbuckelr6@icio.us,,,Lopend
980,2022-04-10 03:41:24,Mal,Blything,cpidgenr7@pinterest.com,,,Betaald
981,2014-11-12 01:34:52,,,,Jetpulse,1356006345,Lopend
982,2012-08-06 23:20:25,Laurens,Brockbank,olamputtr9@jimdo.com,,,Lopend
983,2012-01-12 19:01:52,Jacynth,Tadd,dkidbyra@shinystat.com,,,Geleverd
984,2013-02-27 21:14:34,Antonie,Giraldez,tgraftonrb@webs.com,,,Retour
985,2020-05-11 22:21:55,Hashim,Hubbis,dnaptonrc@webs.com,,,Betaald
986,2012-08-22 12:55:45,,,,Cogibox,6155074240,Verloren
987,2021-09-22 14:46:34,Beverley,Findlater,jtweedellre@shareasale.com,,,Geleverd
988,2020-01-13 02:40:06,,,,Skyndu,0697708128,Betaald
989,2015-02-21 12:07:47,Kate,Muzzollo,cdwellyrg@ft.com,,,Lopend
990,2015-03-19 09:48:01,Ermengarde,Millthorpe,bleguayrh@nsw.gov.au,,,Betaald
991,2015-09-03 07:26:05,,,,Kamba,5225925154,Geleverd
992,2017-10-29 08:49:24,,,,Oba,6783839559,Lopend
993,2018-05-24 03:53:01,Valentino,Faier,tcolvinrk@amazon.co.uk,,,Betaald
994,2020-02-18 07:25:13,,,,Yozio,8034991007,RetourInStock
995,2019-09-05 19:22:05,Trista,Minto,bdeyerm@ucsd.edu,,,Lopend
996,2024-05-28 08:05:29,,,,Camimbo,7154684941,Betaald
997,2020-09-16 13:14:36,Dannel,Southernwood,idocketro@narod.ru,,,Betaald
998,2020-07-18 22:44:13,,,,Quamba,7014093436,Geannuleerd
999,2011-12-27 03:42:48,Julie,Nystrom,rbernaldorq@4shared.com,,,Betaald
1000,2020-01-23 14:43:01,Cherilynn,Constantine,ejudenrr@webmd.com,,,Lopend
